date,user_id,event_type,product_sku,platform
2026-07-09,usr_a8655803,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_a8655803,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_47e82849,product_view,PAT-NANO-M-BLK,web
2026-07-09,usr_47e82849,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_0df657b8,add_to_cart,PAT-NANO-M-BLK,ios
2026-07-09,usr_c2a56b60,purchase,PAT-NANO-M-BLK,android
2026-07-09,usr_c2a56b60,add_to_cart,PAT-NANO-M-BLK,android
2026-07-09,usr_c2a56b60,purchase,ADID-ULTRABOOST,android
2026-07-09,usr_c2a56b60,purchase,SAL-XULTRA-4-10,android
2026-07-09,usr_c2a56b60,purchase,SAL-XULTRA-4-10,android
2026-07-09,usr_c2a56b60,add_to_cart,PAT-NANO-M-BLK,android
2026-07-09,,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_68606190,product_view,ARC-ATOM-M-BLK,ios
2026-07-09,usr_68606190,add_to_cart,SAL-XULTRA-4-10,ios
2026-07-09,usr_68606190,add_to_cart,SAL-XULTRA-4-10,ios
2026-07-09,usr_68606190,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_47e82849,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_c2a56b60,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_c2a56b60,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_cb8c892b,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_85b7cd8d,add_to_cart,PAT-NANO-M-BLK,android
2026-07-09,usr_85b7cd8d,purchase,ARC-ATOM-M-BLK,android
2026-07-09,usr_85b7cd8d,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_cb8c892b,purchase,NIK-AIR-MAX,android
2026-07-09,usr_cb8c892b,purchase,ADID-ULTRABOOST,android
2026-07-09,usr_cb8c892b,purchase,NIK-AIR-MAX,android
2026-07-09,usr_85b7cd8d,product_view,ARC-ATOM-M-BLK,ios
2026-07-09,usr_85b7cd8d,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_85b7cd8d,product_view,SAL-XULTRA-4-10,ios
2026-07-09,,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_c64413ea,add_to_cart,ADID-ULTRABOOST,android
2026-07-09,usr_c64413ea,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_c64413ea,purchase,ADID-ULTRABOOST,android
2026-07-09,usr_5425c015,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_86e35f75,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-09,usr_86e35f75,product_view,ADID-ULTRABOOST,web
2026-07-09,usr_86e35f75,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_86e35f75,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_bc3ce846,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_bc3ce846,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_63be6d0c,product_view,NIK-AIR-MAX,android
2026-07-09,usr_63be6d0c,purchase,ARC-ATOM-M-BLK,android
2026-07-09,usr_63be6d0c,product_view,ARC-ATOM-M-BLK,android
2026-07-09,usr_63be6d0c,purchase,ARC-ATOM-M-BLK,android
2026-07-09,usr_63be6d0c,add_to_cart,ADID-ULTRABOOST,android
2026-07-09,usr_0e478cb2,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_0e478cb2,product_view,SAL-XULTRA-4-10,web
2026-07-09,usr_8a110540,add_to_cart,ADID-ULTRABOOST,web
2026-07-09,usr_8a110540,purchase,ARC-ATOM-M-BLK,web
2026-07-09,usr_86e35f75,add_to_cart,ADID-ULTRABOOST,android
2026-07-09,usr_86e35f75,purchase,SAL-XULTRA-4-10,android
2026-07-09,usr_92869a54,add_to_cart,NIK-AIR-MAX,web
2026-07-09,usr_e679bab7,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_e679bab7,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_e679bab7,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_e679bab7,purchase,NIK-AIR-MAX,ios
2026-07-09,usr_63be6d0c,purchase,ARC-ATOM-M-BLK,android
2026-07-09,usr_45c48125,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_45c48125,add_to_cart,PAT-NANO-M-BLK,web
2026-07-09,usr_45c48125,add_to_cart,NIK-AIR-MAX,web
2026-07-09,usr_c53db4c4,purchase,ARC-ATOM-M-BLK,web
2026-07-09,usr_c53db4c4,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_c53db4c4,purchase,ARC-ATOM-M-BLK,web
2026-07-09,usr_a59f3837,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_a59f3837,purchase,NIK-AIR-MAX,android
2026-07-09,usr_078a29f9,purchase,ADID-ULTRABOOST,ios
2026-07-09,usr_078a29f9,purchase,ARC-ATOM-M-BLK,ios
2026-07-09,usr_078a29f9,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_078a29f9,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_078a29f9,add_to_cart,ADID-ULTRABOOST,ios
2026-07-09,usr_0e478cb2,purchase,ADID-ULTRABOOST,android
2026-07-09,usr_c96cb409,product_view,SAL-XULTRA-4-10,ios
2026-07-09,,product_view,ARC-ATOM-M-BLK,ios
2026-07-09,usr_7c009c3e,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_7c009c3e,product_view,NIK-AIR-MAX,web
2026-07-09,usr_7c009c3e,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_7c009c3e,product_view,ARC-ATOM-M-BLK,web
2026-07-09,usr_7c009c3e,product_view,ADID-ULTRABOOST,web
2026-07-09,usr_0999164b,purchase,NIK-AIR-MAX,ios
2026-07-09,usr_0999164b,product_view,NIK-AIR-MAX,ios
2026-07-09,usr_0999164b,product_view,PAT-NANO-M-BLK,ios
2026-07-09,usr_0999164b,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_8001c959,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_8001c959,add_to_cart,ARC-ATOM-M-BLK,ios
2026-07-09,usr_8001c959,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_5425c015,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_5425c015,purchase,PAT-NANO-M-BLK,android
2026-07-09,usr_5425c015,add_to_cart,ADID-ULTRABOOST,android
2026-07-09,usr_a8655803,add_to_cart,NIK-AIR-MAX,web
2026-07-09,usr_a8655803,product_view,ARC-ATOM-M-BLK,web
2026-07-09,usr_d332e1f0,add_to_cart,ARC-ATOM-M-BLK,android
2026-07-09,usr_c2a56b60,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_c2a56b60,purchase,ARC-ATOM-M-BLK,android
2026-07-09,usr_7c009c3e,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_7c009c3e,add_to_cart,PAT-NANO-M-BLK,web
2026-07-09,usr_7c009c3e,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-09,usr_7c009c3e,add_to_cart,PAT-NANO-M-BLK,web
2026-07-09,usr_7c009c3e,product_view,ARC-ATOM-M-BLK,web
2026-07-09,usr_7c009c3e,add_to_cart,ADID-ULTRABOOST,web
2026-07-09,usr_cb8c892b,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_cb8c892b,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_cb8c892b,product_view,NIK-AIR-MAX,ios
2026-07-09,usr_cb8c892b,add_to_cart,ARC-ATOM-M-BLK,ios
2026-07-09,usr_cb8c892b,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_cb8c892b,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_cb8c892b,product_view,SAL-XULTRA-4-10,web
2026-07-09,usr_cb8c892b,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-09,usr_cb8c892b,add_to_cart,PAT-NANO-M-BLK,web
2026-07-09,usr_cb8c892b,purchase,ARC-ATOM-M-BLK,web
2026-07-09,usr_cb8c892b,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_cb8c892b,add_to_cart,ADID-ULTRABOOST,web
2026-07-09,usr_cb8c892b,purchase,NIK-AIR-MAX,web
2026-07-09,usr_d332e1f0,purchase,NIK-AIR-MAX,web
2026-07-09,usr_d332e1f0,product_view,PAT-NANO-M-BLK,web
2026-07-09,usr_d332e1f0,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_d332e1f0,purchase,NIK-AIR-MAX,web
2026-07-09,usr_be73ffa7,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_be73ffa7,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_be73ffa7,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-09,usr_be73ffa7,purchase,NIK-AIR-MAX,web
2026-07-09,usr_be73ffa7,add_to_cart,ADID-ULTRABOOST,web
2026-07-09,usr_be73ffa7,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_be73ffa7,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_fc3211c0,purchase,PAT-NANO-M-BLK,android
2026-07-09,usr_fc3211c0,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_fc3211c0,product_view,SAL-XULTRA-4-10,android
2026-07-09,usr_fc3211c0,product_view,ARC-ATOM-M-BLK,android
2026-07-09,usr_fc3211c0,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_d0cefcf7,add_to_cart,ARC-ATOM-M-BLK,ios
2026-07-09,usr_d0cefcf7,product_view,SAL-XULTRA-4-10,ios
2026-07-09,usr_d0cefcf7,add_to_cart,PAT-NANO-M-BLK,ios
2026-07-09,usr_bc3ce846,add_to_cart,ADID-ULTRABOOST,web
2026-07-09,usr_bc3ce846,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_bc3ce846,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_bc3ce846,add_to_cart,ADID-ULTRABOOST,web
2026-07-09,usr_bc3ce846,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_dc5edda0,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_68606190,product_view,NIK-AIR-MAX,web
2026-07-09,usr_dc5edda0,purchase,NIK-AIR-MAX,ios
2026-07-09,usr_fc3211c0,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_fc3211c0,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_8a110540,add_to_cart,PAT-NANO-M-BLK,ios
2026-07-09,usr_8a110540,add_to_cart,PAT-NANO-M-BLK,ios
2026-07-09,usr_9edd962d,purchase,PAT-NANO-M-BLK,android
2026-07-09,usr_9edd962d,product_view,NIK-AIR-MAX,android
2026-07-09,usr_9edd962d,product_view,PAT-NANO-M-BLK,android
2026-07-09,usr_41b13c8b,product_view,ADID-ULTRABOOST,web
2026-07-09,usr_41b13c8b,purchase,NIK-AIR-MAX,web
2026-07-09,usr_41b13c8b,product_view,PAT-NANO-M-BLK,web
2026-07-09,usr_47e82849,product_view,ARC-ATOM-M-BLK,web
2026-07-09,usr_47e82849,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_5f9a3814,product_view,SAL-XULTRA-4-10,web
2026-07-09,usr_5f9a3814,purchase,NIK-AIR-MAX,web
2026-07-09,usr_86e35f75,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_86e35f75,product_view,SAL-XULTRA-4-10,web
2026-07-09,usr_d0cefcf7,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_d0cefcf7,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_d0cefcf7,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-09,usr_d0cefcf7,product_view,NIK-AIR-MAX,web
2026-07-09,usr_d0cefcf7,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_d0cefcf7,add_to_cart,PAT-NANO-M-BLK,web
2026-07-09,usr_d0cefcf7,product_view,SAL-XULTRA-4-10,web
2026-07-09,,add_to_cart,NIK-AIR-MAX,android
2026-07-09,usr_9d6a9915,add_to_cart,PAT-NANO-M-BLK,android
2026-07-09,usr_9d6a9915,add_to_cart,NIK-AIR-MAX,android
2026-07-09,usr_9d6a9915,add_to_cart,ADID-ULTRABOOST,android
2026-07-09,usr_cb8c892b,add_to_cart,NIK-AIR-MAX,web
2026-07-09,usr_cb8c892b,product_view,SAL-XULTRA-4-10,web
2026-07-09,usr_cb8c892b,purchase,ARC-ATOM-M-BLK,web
2026-07-09,usr_cb8c892b,product_view,NIK-AIR-MAX,web
2026-07-09,usr_41b13c8b,purchase,NIK-AIR-MAX,ios
2026-07-09,usr_41b13c8b,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_41b13c8b,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_c53db4c4,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_c53db4c4,purchase,NIK-AIR-MAX,web
2026-07-09,usr_c53db4c4,purchase,PAT-NANO-M-BLK,web
2026-07-09,usr_c53db4c4,product_view,ARC-ATOM-M-BLK,web
2026-07-09,usr_86e35f75,purchase,ADID-ULTRABOOST,android
2026-07-09,usr_47e82849,product_view,ADID-ULTRABOOST,android
2026-07-09,usr_47e82849,purchase,ARC-ATOM-M-BLK,android
2026-07-09,usr_d7676c9d,product_view,ADID-ULTRABOOST,android
2026-07-09,usr_d7676c9d,product_view,PAT-NANO-M-BLK,android
2026-07-09,usr_1fea2276,add_to_cart,ARC-ATOM-M-BLK,ios
2026-07-09,usr_1fea2276,add_to_cart,SAL-XULTRA-4-10,ios
2026-07-09,usr_1fea2276,purchase,NIK-AIR-MAX,ios
2026-07-09,usr_1fea2276,purchase,NIK-AIR-MAX,ios
2026-07-09,usr_1fea2276,add_to_cart,ADID-ULTRABOOST,ios
2026-07-09,usr_1fea2276,product_view,SAL-XULTRA-4-10,ios
2026-07-09,usr_1fea2276,add_to_cart,ADID-ULTRABOOST,ios
2026-07-09,usr_1fea2276,product_view,PAT-NANO-M-BLK,ios
2026-07-09,,add_to_cart,ARC-ATOM-M-BLK,android
2026-07-09,usr_e679bab7,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_e679bab7,product_view,PAT-NANO-M-BLK,ios
2026-07-09,usr_a8655803,product_view,SAL-XULTRA-4-10,web
2026-07-09,usr_a8655803,purchase,NIK-AIR-MAX,web
2026-07-09,usr_fb3295ec,product_view,NIK-AIR-MAX,web
2026-07-09,usr_fb3295ec,add_to_cart,NIK-AIR-MAX,web
2026-07-09,usr_fb3295ec,add_to_cart,NIK-AIR-MAX,web
2026-07-09,usr_fb3295ec,product_view,ARC-ATOM-M-BLK,web
2026-07-09,usr_fb3295ec,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_fb3295ec,add_to_cart,PAT-NANO-M-BLK,web
2026-07-09,usr_fb3295ec,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_fb3295ec,add_to_cart,NIK-AIR-MAX,web
2026-07-09,usr_8a110540,purchase,NIK-AIR-MAX,web
2026-07-09,usr_8a110540,product_view,ARC-ATOM-M-BLK,web
2026-07-09,usr_8a110540,purchase,SAL-XULTRA-4-10,web
2026-07-09,usr_fb0ac6a6,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_fb0ac6a6,product_view,NIK-AIR-MAX,ios
2026-07-09,usr_fb0ac6a6,product_view,SAL-XULTRA-4-10,ios
2026-07-09,usr_fb0ac6a6,product_view,ARC-ATOM-M-BLK,ios
2026-07-09,usr_fb0ac6a6,add_to_cart,ARC-ATOM-M-BLK,ios
2026-07-09,usr_fb0ac6a6,add_to_cart,SAL-XULTRA-4-10,ios
2026-07-09,usr_fb0ac6a6,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_fb0ac6a6,purchase,ARC-ATOM-M-BLK,ios
2026-07-09,usr_fb0ac6a6,product_view,PAT-NANO-M-BLK,ios
2026-07-09,usr_fb0ac6a6,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_fb0ac6a6,add_to_cart,NIK-AIR-MAX,ios
2026-07-09,usr_fb0ac6a6,add_to_cart,PAT-NANO-M-BLK,ios
2026-07-09,usr_fb0ac6a6,product_view,ARC-ATOM-M-BLK,ios
2026-07-09,usr_fb0ac6a6,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_ad961c2b,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_f9d832f4,product_view,PAT-NANO-M-BLK,android
2026-07-09,usr_f9d832f4,product_view,ADID-ULTRABOOST,android
2026-07-09,usr_c96cb409,add_to_cart,PAT-NANO-M-BLK,android
2026-07-09,usr_c96cb409,purchase,PAT-NANO-M-BLK,android
2026-07-09,usr_c96cb409,purchase,PAT-NANO-M-BLK,android
2026-07-09,usr_c96cb409,add_to_cart,ARC-ATOM-M-BLK,android
2026-07-09,usr_bc3ce846,purchase,SAL-XULTRA-4-10,android
2026-07-09,usr_85b7cd8d,add_to_cart,SAL-XULTRA-4-10,android
2026-07-09,usr_85b7cd8d,purchase,ADID-ULTRABOOST,android
2026-07-09,usr_85b7cd8d,purchase,SAL-XULTRA-4-10,android
2026-07-09,usr_85b7cd8d,add_to_cart,PAT-NANO-M-BLK,android
2026-07-09,usr_85b7cd8d,purchase,ARC-ATOM-M-BLK,android
2026-07-09,usr_d332e1f0,product_view,ADID-ULTRABOOST,android
2026-07-09,usr_d332e1f0,product_view,SAL-XULTRA-4-10,android
2026-07-09,usr_a59f3837,add_to_cart,PAT-NANO-M-BLK,android
2026-07-09,usr_be73ffa7,purchase,PAT-NANO-M-BLK,ios
2026-07-09,usr_a59f3837,purchase,NIK-AIR-MAX,ios
2026-07-09,usr_a59f3837,add_to_cart,PAT-NANO-M-BLK,ios
2026-07-09,usr_a59f3837,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_d7676c9d,product_view,PAT-NANO-M-BLK,ios
2026-07-09,usr_b9397538,product_view,SAL-XULTRA-4-10,ios
2026-07-09,usr_b9397538,add_to_cart,SAL-XULTRA-4-10,ios
2026-07-09,usr_92869a54,product_view,ADID-ULTRABOOST,web
2026-07-09,usr_92869a54,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_92869a54,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-09,usr_bc3ce846,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_ad961c2b,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_71588e49,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_71588e49,product_view,ARC-ATOM-M-BLK,ios
2026-07-09,usr_0999164b,add_to_cart,SAL-XULTRA-4-10,web
2026-07-09,usr_0999164b,purchase,ADID-ULTRABOOST,web
2026-07-09,usr_0999164b,product_view,ADID-ULTRABOOST,web
2026-07-09,usr_68606190,add_to_cart,ADID-ULTRABOOST,ios
2026-07-09,usr_68606190,product_view,ADID-ULTRABOOST,ios
2026-07-09,usr_d0cefcf7,add_to_cart,ADID-ULTRABOOST,ios
2026-07-09,usr_d0cefcf7,product_view,PAT-NANO-M-BLK,ios
2026-07-09,usr_ad961c2b,add_to_cart,NIK-AIR-MAX,android
2026-07-09,usr_5c4c2782,product_view,PAT-NANO-M-BLK,ios
2026-07-09,usr_c53db4c4,purchase,SAL-XULTRA-4-10,ios
2026-07-09,usr_c64413ea,purchase,PAT-NANO-M-BLK,android
2026-07-09,usr_c64413ea,product_view,ADID-ULTRABOOST,android
2026-07-09,usr_85b7cd8d,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-09,usr_85b7cd8d,product_view,PAT-NANO-M-BLK,web
2026-07-09,usr_1942dbbd,purchase,SAL-XULTRA-4-10,android
2026-07-09,usr_1942dbbd,product_view,ADID-ULTRABOOST,android
2026-07-03,,purchase,NIK-AIR-MAX,web
2026-07-03,usr_41b13c8b,purchase,SAL-XULTRA-4-10,web
2026-07-03,,add_to_cart,ADID-ULTRABOOST,ios
2026-07-03,usr_0999164b,add_to_cart,SAL-XULTRA-4-10,ios
2026-07-03,usr_1942dbbd,add_to_cart,SAL-XULTRA-4-10,android
2026-07-03,usr_9d6a9915,purchase,ARC-ATOM-M-BLK,android
2026-07-03,usr_1fea2276,purchase,ADID-ULTRABOOST,ios
2026-07-03,usr_c53db4c4,purchase,PAT-NANO-M-BLK,android
2026-07-03,usr_fb3295ec,add_to_cart,SAL-XULTRA-4-10,web
2026-07-03,usr_9edd962d,add_to_cart,PAT-NANO-M-BLK,web
2026-07-03,usr_c96cb409,purchase,NIK-AIR-MAX,android
2026-07-03,usr_c96cb409,add_to_cart,SAL-XULTRA-4-10,web
2026-07-03,usr_d7676c9d,product_view,ADID-ULTRABOOST,android
2026-07-03,usr_739aa0f1,add_to_cart,ADID-ULTRABOOST,web
2026-07-03,usr_cb8c892b,add_to_cart,PAT-NANO-M-BLK,ios
2026-07-03,usr_0e478cb2,purchase,ARC-ATOM-M-BLK,android
2026-07-03,usr_f9d832f4,product_view,ARC-ATOM-M-BLK,web
2026-07-03,usr_ad7ce7fc,add_to_cart,ADID-ULTRABOOST,android
2026-07-03,usr_8001c959,purchase,ARC-ATOM-M-BLK,ios
2026-07-03,usr_8001c959,product_view,SAL-XULTRA-4-10,web
2026-07-03,usr_7c009c3e,purchase,SAL-XULTRA-4-10,web
2026-07-03,usr_ad7ce7fc,purchase,ARC-ATOM-M-BLK,web
2026-07-03,usr_41b13c8b,purchase,NIK-AIR-MAX,ios
2026-07-03,usr_fc3211c0,purchase,ARC-ATOM-M-BLK,android
2026-07-03,usr_743948b5,purchase,NIK-AIR-MAX,web
2026-07-03,usr_743948b5,product_view,ADID-ULTRABOOST,android
2026-07-03,usr_68606190,purchase,SAL-XULTRA-4-10,android
2026-07-03,usr_92996901,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-03,usr_63be6d0c,add_to_cart,ARC-ATOM-M-BLK,web
2026-07-03,usr_5e2152a6,add_to_cart,SAL-XULTRA-4-10,ios
2026-07-03,usr_a59f3837,add_to_cart,ARC-ATOM-M-BLK,ios
2026-07-03,usr_be73ffa7,purchase,ADID-ULTRABOOST,ios
2026-07-03,usr_ad961c2b,add_to_cart,ARC-ATOM-M-BLK,ios
2026-07-03,usr_47e82849,add_to_cart,ADID-ULTRABOOST,android
2026-07-03,usr_5f9a3814,add_to_cart,ADID-ULTRABOOST,web
2026-07-03,usr_92869a54,product_view,NIK-AIR-MAX,ios
2026-07-03,usr_47e82849,purchase,ARC-ATOM-M-BLK,ios
2026-07-03,usr_9edd962d,add_to_cart,ARC-ATOM-M-BLK,android
2026-07-03,usr_1fea2276,add_to_cart,NIK-AIR-MAX,android
